#Version: 1.0
#Fields: date time x-edge-location sc-bytes c-ip cs-method cs(Host) cs-uri-stem sc-status cs(Referer) cs(User-Agent) cs-uri-query cs(Cookie) x-edge-result-type x-edge-request-id x-host-header cs-protocol cs-bytes time-taken x-forwarded-for ssl-protocol ssl-cipher x-edge-response-result-type cs-protocol-version fle-status fle-encrypted-fields c-port time-to-first-byte x-edge-detailed-result-type sc-content-type sc-content-len sc-range-start sc-range-end
2025-12-21	17:12:49	IAD61-P12	3456	54.162.138.254	GET	d3b5axaefrqxz9.cloudfront.net	/	200	-	okhttp/5.3.0	-	-	Miss	UNqY1DRUmzx-QPgKUlTox1_eYcWt0Vzg9x-27UqD1BMGZIli7D59jg==	d3b5axaefrqxz9.cloudfront.net	https	52	0.368	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Miss	HTTP/2.0	-	-	18183	0.366	Miss	text/html	-	-	-
2025-12-21	17:12:50	IAD61-P12	546	54.162.138.254	GET	d3b5axaefrqxz9.cloudfront.net	/favicon.ico	404	-	okhttp/5.3.0	-	-	Error	iO-C5MPv_OS2X7o3FbBSj9e8yJlXeddYb28uh7PiL2lR4i_EQ4ki9w==	d3b5axaefrqxz9.cloudfront.net	https	25	0.624	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Error	HTTP/2.0	-	-	18183	0.624	Error	application/xml	-	-	-
2025-12-21	17:12:50	IAD61-P12	547	54.162.138.254	GET	d3b5axaefrqxz9.cloudfront.net	/favicon.png	404	-	okhttp/5.3.0	-	-	Error	scyufSkAik52LeTKilKE-q9p_fT51tQ3jJGgCMnZy04JrIbY2-gZGQ==	d3b5axaefrqxz9.cloudfront.net	https	25	0.325	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Error	HTTP/2.0	-	-	18183	0.325	Error	application/xml	-	-	-
